year,stfips,ctyfips,fips,name,avg_age,farms,acres
1850,39,161,39161,VAN WERT,NA,317,45079
1860,39,161,39161,VAN WERT,NA,1244,125943
1870,39,161,39161,VAN WERT,NA,1594,162140
1880,39,161,39161,VAN WERT,NA,2299,215148
1890,39,161,39161,VAN WERT,NA,2947,232350
1900,39,161,39161,VAN WERT,NA,3367,256014
1910,39,161,39161,VAN WERT,NA,2921,250482
1920,39,161,39161,VAN WERT,NA,2879,252450
1925,39,161,39161,VAN WERT,NA,2586,248493
1930,39,161,39161,VAN WERT,NA,2586,244649
1935,39,161,39161,VAN WERT,NA,2629,248992
1940,39,161,39161,VAN WERT,48.6,2372,250806
1945,39,161,39161,VAN WERT,49.2,2169,255264
1950,39,161,39161,VAN WERT,NA,1932,251750
1954,39,161,39161,VAN WERT,NA,1800,244764
1959,39,161,39161,VAN WERT,49.9,1569,250238
1964,39,161,39161,VAN WERT,49.6,1313,243562
1969,39,161,39161,VAN WERT,49.09999847412111,1378,258417
1974,39,161,39161,VAN WERT,49.5,1167,248533
1978,39,161,39161,VAN WERT,49.4,1040,248319
1982,39,161,39161,VAN WERT,48.3,1015,246547
1987,39,161,39161,VAN WERT,49.2,922,245681
1992,39,161,39161,VAN WERT,50,790,241787
1997,39,161,39161,VAN WERT,51.79999923706101,707,237244
2002,39,161,39161,Ohio\Van Wert,53.7,681,250224
2007,39,161,39161,VAN WERT,55.1,696,246497
2012,39,161,39161,Ohio\Van Wert,55.1,655,227277
1850,39,163,39163,VINTON,NA,806,131263
1860,39,163,39163,VINTON,NA,1045,190161
1870,39,163,39163,VINTON,NA,1218,170985
1880,39,163,39163,VINTON,NA,1840,230410
1890,39,163,39163,VINTON,NA,1836,214346
1900,39,163,39163,VINTON,NA,2089,226474
1910,39,163,39163,VINTON,NA,1823,216347
1920,39,163,39163,VINTON,NA,1598,193108
1925,39,163,39163,VINTON,NA,1589,190912
1930,39,163,39163,VINTON,NA,1589,153966
1935,39,163,39163,VINTON,NA,1460,181309
1940,39,163,39163,VINTON,52.1,1306,137797
1945,39,163,39163,VINTON,52.8,1203,140561
1950,39,163,39163,VINTON,NA,1058,131082
1954,39,163,39163,VINTON,NA,984,119544
1959,39,163,39163,VINTON,53.6,620,91062
1964,39,163,39163,VINTON,54.1,506,77425
1969,39,163,39163,VINTON,53.5,354,71501
1974,39,163,39163,VINTON,52.59999847412111,236,58089
1978,39,163,39163,VINTON,51.7,245,49192
1982,39,163,39163,VINTON,52.5,249,50514
1987,39,163,39163,VINTON,54.1,217,43303
1992,39,163,39163,VINTON,57,205,41666
1997,39,163,39163,VINTON,50.79999923706101,202,37111
2002,39,163,39163,Ohio\Vinton,53.3,237,43651
2007,39,163,39163,VINTON,56.5,250,36811
2012,39,163,39163,Ohio\Vinton,56.5,226,33400
1850,39,165,39165,WARREN,NA,1985,243359
1860,39,165,39165,WARREN,NA,2112,313567
1870,39,165,39165,WARREN,NA,2045,236117
1880,39,165,39165,WARREN,NA,2422,242714
1890,39,165,39165,WARREN,NA,2277,235435
1900,39,165,39165,WARREN,NA,2514,250003
1910,39,165,39165,WARREN,NA,2687,249783
1920,39,165,39165,WARREN,NA,2584,250348
1925,39,165,39165,WARREN,NA,2493,237046
1930,39,165,39165,WARREN,NA,2493,230168
1935,39,165,39165,WARREN,NA,2575,244795
1940,39,165,39165,WARREN,50.7,2459,236689
1945,39,165,39165,WARREN,50,2336,237779
1950,39,165,39165,WARREN,NA,2194,231250
1954,39,165,39165,WARREN,NA,1962,213925
1959,39,165,39165,WARREN,51.1,1475,188023
1964,39,165,39165,WARREN,52.7,1368,186514
1969,39,165,39165,WARREN,51,1265,180210
1974,39,165,39165,WARREN,51.5,1015,157041
1978,39,165,39165,WARREN,50.6,1047,160521
1982,39,165,39165,WARREN,51.5,1048,154744
1987,39,165,39165,WARREN,53.3,920,136623
1992,39,165,39165,WARREN,54,792,129416
1997,39,165,39165,WARREN,54.200000762939005,741,118430
2002,39,165,39165,Ohio\Warren,55.4,1036,126168
2007,39,165,39165,WARREN,57.8,896,94348
2012,39,165,39165,Ohio\Warren,57.8,942,106624
1850,39,167,39167,WASHINGTON,NA,1776,248230
1860,39,167,39167,WASHINGTON,NA,3364,237913
1870,39,167,39167,WASHINGTON,NA,3231,331165
1880,39,167,39167,WASHINGTON,NA,4257,347316
1890,39,167,39167,WASHINGTON,NA,4307,376349
1900,39,167,39167,WASHINGTON,NA,4478,374694
1910,39,167,39167,WASHINGTON,NA,4187,368307
1920,39,167,39167,WASHINGTON,NA,4204,368064
1925,39,167,39167,WASHINGTON,NA,4232,359280
1930,39,167,39167,WASHINGTON,NA,4232,331823
1935,39,167,39167,WASHINGTON,NA,4029,349915
1940,39,167,39167,WASHINGTON,53.4,3836,337490
1945,39,167,39167,WASHINGTON,53.6,3110,309567
1950,39,167,39167,WASHINGTON,NA,2924,300602
1954,39,167,39167,WASHINGTON,NA,2576,277530
1959,39,167,39167,WASHINGTON,53.3,1862,229360
1964,39,167,39167,WASHINGTON,53,1662,216172
1969,39,167,39167,WASHINGTON,51,1196,174323
1974,39,167,39167,WASHINGTON,51.799999237060504,1040,155829
1978,39,167,39167,WASHINGTON,51.2,997,151726
1982,39,167,39167,WASHINGTON,51.6,1088,159389
1987,39,167,39167,WASHINGTON,53.3,955,146000
1992,39,167,39167,WASHINGTON,54,864,139655
1997,39,167,39167,WASHINGTON,52.79999923706101,900,146504
2002,39,167,39167,Ohio\Washington,57,952,141455
2007,39,167,39167,WASHINGTON,57.4,856,124069
2012,39,167,39167,Ohio\Washington,57.4,1122,138940
1850,39,169,39169,WAYNE,NA,2904,335035
1860,39,169,39169,WAYNE,NA,2668,347666
1870,39,169,39169,WAYNE,NA,3153,327525
1880,39,169,39169,WAYNE,NA,3659,321817
1890,39,169,39169,WAYNE,NA,3795,334216
1900,39,169,39169,WAYNE,NA,3943,338149
1910,39,169,39169,WAYNE,NA,3955,336807
1920,39,169,39169,WAYNE,NA,3944,333949
1925,39,169,39169,WAYNE,NA,3964,324648
1930,39,169,39169,WAYNE,NA,3964,322128
1935,39,169,39169,WAYNE,NA,4154,336340
1940,39,169,39169,WAYNE,49.6,3776,331699
1945,39,169,39169,WAYNE,48.7,3465,330139
1950,39,169,39169,WAYNE,NA,3288,318373
1954,39,169,39169,WAYNE,NA,3080,317609
1959,39,169,39169,WAYNE,49,2655,298938
1964,39,169,39169,WAYNE,49.2,2398,296755
1969,39,169,39169,WAYNE,49.2000007629395,2051,282434
1974,39,169,39169,WAYNE,49.299999237060504,1684,254962
1978,39,169,39169,WAYNE,46.9,1874,274832
1982,39,169,39169,WAYNE,47.2,1866,268434
1987,39,169,39169,WAYNE,48.4,1734,263457
1992,39,169,39169,WAYNE,49,1582,246938
1997,39,169,39169,WAYNE,49.79999923706101,1601,240905
2002,39,169,39169,Ohio\Wayne,51.1,1894,267169
2007,39,169,39169,WAYNE,52.3,1788,248409
2012,39,169,39169,Ohio\Wayne,52.3,1928,271657
1850,39,171,39171,WILLIAMS,NA,651,84576
1860,39,171,39171,WILLIAMS,NA,1472,159871
1870,39,171,39171,WILLIAMS,NA,2481,233690
1880,39,171,39171,WILLIAMS,NA,3019,258858
1890,39,171,39171,WILLIAMS,NA,2974,249365
1900,39,171,39171,WILLIAMS,NA,2833,253228
1910,39,171,39171,WILLIAMS,NA,2913,260255
1920,39,171,39171,WILLIAMS,NA,2810,257685
1925,39,171,39171,WILLIAMS,NA,2701,246703
1930,39,171,39171,WILLIAMS,NA,2701,250712
1935,39,171,39171,WILLIAMS,NA,2796,259370
1940,39,171,39171,WILLIAMS,48.1,2384,254757
1945,39,171,39171,WILLIAMS,48,2200,259106
1950,39,171,39171,WILLIAMS,NA,2159,250124
1954,39,171,39171,WILLIAMS,NA,1959,243261
1959,39,171,39171,WILLIAMS,49.3,1815,242814
1964,39,171,39171,WILLIAMS,49,1589,239613
1969,39,171,39171,WILLIAMS,48.59999847412111,1599,238628
1974,39,171,39171,WILLIAMS,49.7000007629395,1284,227270
1978,39,171,39171,WILLIAMS,48.7,1134,221629
1982,39,171,39171,WILLIAMS,49.5,1051,213501
1987,39,171,39171,WILLIAMS,50.3,963,224146
1992,39,171,39171,WILLIAMS,51,763,187175
1997,39,171,39171,WILLIAMS,52.09999847412101,908,203201
2002,39,171,39171,Ohio\Williams,56.6,1099,213265
2007,39,171,39171,WILLIAMS,58.4,1116,212509
2012,39,171,39171,Ohio\Williams,58.4,984,208012
1850,39,173,39173,WOOD,NA,704,95224
1860,39,173,39173,WOOD,NA,1991,199099
1870,39,173,39173,WOOD,NA,2567,223231
1880,39,173,39173,WOOD,NA,3911,292717
1890,39,173,39173,WOOD,NA,4289,318039
1900,39,173,39173,WOOD,NA,4781,367527
1910,39,173,39173,WOOD,NA,4357,360008
1920,39,173,39173,WOOD,NA,4164,356882
1925,39,173,39173,WOOD,NA,4018,354351
1930,39,173,39173,WOOD,NA,4018,355595
1935,39,173,39173,WOOD,NA,3911,364135
1940,39,173,39173,WOOD,48.9,3406,352898
1945,39,173,39173,WOOD,49.4,3202,364680
1950,39,173,39173,WOOD,NA,3077,355264
1954,39,173,39173,WOOD,NA,2766,343410
1959,39,173,39173,WOOD,50.2,2334,339989
1964,39,173,39173,WOOD,50.4,2034,337741
1969,39,173,39173,WOOD,49.59999847412111,2181,371279
1974,39,173,39173,WOOD,51.4000015258789,1675,334620
1978,39,173,39173,WOOD,50.2,1560,337865
1982,39,173,39173,WOOD,49.7,1405,312184
1987,39,173,39173,WOOD,49.3,1279,318255
1992,39,173,39173,WOOD,50,1089,302456
1997,39,173,39173,WOOD,51.400001525879,1015,303986
2002,39,173,39173,Ohio\Wood,53.4,1066,305834
2007,39,173,39173,WOOD,55.6,1169,275552
2012,39,173,39173,Ohio\Wood,55.6,1091,267957
1850,39,175,39175,WYANDOT,NA,928,146160
1860,39,175,39175,WYANDOT,NA,1342,202665
1870,39,175,39175,WYANDOT,NA,1402,184924
1880,39,175,39175,WYANDOT,NA,2321,251046
1890,39,175,39175,WYANDOT,NA,2309,241486
1900,39,175,39175,WYANDOT,NA,2389,248222
1910,39,175,39175,WYANDOT,NA,2321,242102
1920,39,175,39175,WYANDOT,NA,2264,245297
1925,39,175,39175,WYANDOT,NA,2147,238531
1930,39,175,39175,WYANDOT,NA,2147,239707
1935,39,175,39175,WYANDOT,NA,2109,250124
1940,39,175,39175,WYANDOT,49.2,1910,236491
1945,39,175,39175,WYANDOT,49.2,1769,243506
1950,39,175,39175,WYANDOT,NA,1780,248103
1954,39,175,39175,WYANDOT,NA,1537,246089
1959,39,175,39175,WYANDOT,49.5,1266,239651
1964,39,175,39175,WYANDOT,49.2,1149,245472
1969,39,175,39175,WYANDOT,49,1196,241872
1974,39,175,39175,WYANDOT,49.2000007629395,930,229970
1978,39,175,39175,WYANDOT,48.2,866,234195
1982,39,175,39175,WYANDOT,47.9,803,225657
1987,39,175,39175,WYANDOT,50.3,727,216518
1992,39,175,39175,WYANDOT,51,674,216318
1997,39,175,39175,WYANDOT,51.79999923706101,608,209012
2002,39,175,39175,Ohio\Wyandot,53.7,607,201146
2007,39,175,39175,WYANDOT,54.4,632,219631
2012,39,175,39175,Ohio\Wyandot,54.4,593,220841
1850,99,0,99000,US,NA,1449073,293560614
1860,99,0,99000,US,NA,1955014,407212537
1870,99,0,99000,US,NA,2659985,407735041
1880,99,0,99000,US,NA,4008907,536081835
1890,99,0,99000,US,NA,4564641,623218619
1900,99,0,99000,US,NA,5739657,841201546
1910,99,0,99000,US,NA,6366044,881431469
1920,99,0,99000,US,NA,6453991,958676612
1925,99,0,99000,US,NA,6371640,924319352
1930,99,0,99000,US,NA,6371640,986771016
1935,99,0,99000,US,NA,6812350,1054515111
1940,99,0,99000,US,47.99695378113388,6102417,1065113774
1945,99,0,99000,US,48.56556657355441,5859169,1141615364
1950,99,0,99000,US,NA,5388437,1161419720
1954,99,0,99000,US,NA,4782416,1158191511
1959,99,0,99000,US,50.46008929247598,3710503,1123507574
1964,99,0,99000,US,47.793651422467825,3157857,1110187000
1969,99,0,99000,US,51.233134316022365,2730250,1062892512
1974,99,0,99000,US,51.71806791078124,2314013,1017030358
1978,99,0,99000,US,50.28591764015458,2257775,1014777228
1982,99,0,99000,US,50.52548925111201,2240976,986796575
1987,99,0,99000,US,51.98903494129351,2087759,964470621
1992,99,0,99000,US,53.30596945930505,1925300,945531501
1997,99,0,99000,US,53.59362526322491,1911859,931795253
2002,99,0,99000,US,55.28808562026358,2128982,938279056
2007,99,0,99000,US,57.090510170573914,2204792,922095840
2012,99,0,99000,US,57.10798296878163,2109303,914527661
